Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Region,Subregion,Latitude,Longitude,Elevation,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
305030,Nadug-Kholdonger,Synonym of Wudalianchi,,,,,,,,,,,,,,,,,,,,,,,
244000,Nafanua,Lava cone of Vailulu'u,,,,,,,,,,,,,,,,,,,,,,,
212040,Naftilos,Dome of Santorini,,,,,,,,,,,,,,,,,,,,,,,
284040,Nagane,Fissure vent of Miyakejima,,,,,,,,,,,,,,,,,,,,,,,
283010,Nagano,Vent of Izu-Tobu,,,,,,,,,,,,,,,,,,,,,,,
283010,Nagano-Higashi,Vent of Izu-Tobu,,,,,,,,,,,,,,,,,,,,,,,
283030,Nagao-yama,Cone of Fujisan,,,,,,,,,,,,,,,,,,,,,,,
222030,Nagaramasaina,"Synonym of Barrier, The",,,,,,,,,,,,,,,,,,,,,,,
257090,Nagat,Cone of Traitor's Head,,,,,,,,,,,,,,,,,,,,,,,
283030,Naga-yama,Cone of Fujisan,,,,,,,,,,,,,,,,,,,,,,,
285060,Nagayama-dake,Stratovolcano of Taisetsuzan,,,,,,,,,,,,,,,,,,,,,,,
273060,"Nagcarlang, Mount",Cone of San Pablo Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
264080,Nage,Thermal of Inierie,,,,,,,,,,,,,,,,,,,,,,,
222030,Nagira Mwaiten,"Cone of Barrier, The",,,,,,,,,,,,,,,,,,,,,,,
332040,"Nahaha, Puu",Cone of Hualalai,,,,,,,,,,,,,,,,,,,,,,,
223020,Nahimbi,Cone of Nyamuragira,,,,,,,,,,,,,,,,,,,,,,,
320070,Nahto,Cone of Spectrum Range,,,,,,,,,,,,,,,,,,,,,,,
343070,Nahuistepec,Dome of San Vicente,,,,,,,,,,,,,,,,,,,,,,,
222160,Naigonesoit,Dome of Meru,,,,,,,,,,,,,,,,,,,,,,,
332060,"Naio, Puu",Cone of Haleakala,,,,,,,,,,,,,,,,,,,,,,,
344040,"Najo, El",Thermal of Telica,,,,,,,,,,,,,,,,,,,,,,,
283180,Naka-Azuma,Cone of Azumayama,,,,,,,,,,,,,,,,,,,,,,,
282022,Nakadake,Stratovolcano of Akuseki-jima,,,,,,,,,,,,,,,,,,,,,,,
285090,Nakadake,Cone of Shiretoko-Iozan,,,,,,,,,,,,,,,,,,,,,,,
282080,Nakadake,Stratovolcano of Aira,,,,,,,,,,,,,,,,,,,,,,,
282110,Nakadake,Stratovolcano of Asosan,,,,,,,,,,,,,,,,,,,,,,,
282090,Nakadake,Stratovolcano of Kirishimayama,,,,,,,,,,,,,,,,,,,,,,,
282110,Naka-dake,Synonym of Nakadake,,,,,,,,,,,,,,,,,,,,,,,
282080,Naka-dake,Synonym of Nakadake,,,,,,,,,,,,,,,,,,,,,,,
285090,Naka-dake,Synonym of Nakadake,,,,,,,,,,,,,,,,,,,,,,,
284131,Naka-Hiyoshi,Submarine crater of Minami-Hiyoshi,,,,,,,,,,,,,,,,,,,,,,,
284120,Naka-Iwo-zima,Synonym of Ioto,,,,,,,,,,,,,,,,,,,,,,,
285080,Nakajima,Dome of Kussharo,,,,,,,,,,,,,,,,,,,,,,,
285030,Nakajima,Dome of Toya,,,,,,,,,,,,,,,,,,,,,,,
285030,Naka-jima,Synonym of Nakajima,,,,,,,,,,,,,,,,,,,,,,,
285080,Naka-jima,Synonym of Nakajima,,,,,,,,,,,,,,,,,,,,,,,
285070,Nakamachineshiri,Crater of Akan,,,,,,,,,,,,,,,,,,,,,,,
283190,Nakamaru-yama,Stratovolcano of Zaozan,,,,,,,,,,,,,,,,,,,,,,,
285070,Nakamatineshiri,Synonym of Nakamachineshiri,,,,,,,,,,,,,,,,,,,,,,,
284050,Nakanogo,Cone of Hachijojima,,,,,,,,,,,,,,,,,,,,,,,
282040,Nakanoshima,Stratovolcano(es),1914,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.859,129.857,979,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,137,170,364,14037
282040,Nakano-shima,Synonym of Nakanoshima,,,,,,,,,,,,,,,,,,,,,,,
282040,Nakano-sima,Synonym of Nakanoshima,,,,,,,,,,,,,,,,,,,,,,,
283271,Nakanoumi,Caldera of Towada,,,,,,,,,,,,,,,,,,,,,,,
283070,Nakao-toge,Crater of Yakedake,,,,,,,,,,,,,,,,,,,,,,,
222051,Nakot,Cone of Emuruangogolak,,,,,,,,,,,,,,,,,,,,,,,
221320,"Nakwa, Mount",Cone of Korath Range,,,,,,,,,,,,,,,,,,,,,,,
373080,Námafjall,Thermal of Krafla,,,,,,,,,,,,,,,,,,,,,,,
373080,Namafjall-Kröfluhals,Crater Row of Krafla,,,,,,,,,,,,,,,,,,,,,,,
252080,Namagura,Thermal of Witori,,,,,,,,,,,,,,,,,,,,,,,
285090,Namakoyama,Dome of Shiretoko-Iozan,,,,,,,,,,,,,,,,,,,,,,,
285090,Namako-yama,Synonym of Namakoyama,,,,,,,,,,,,,,,,,,,,,,,
332060,Namana O Ke Akua,Cone of Haleakala,,,,,,,,,,,,,,,,,,,,,,,
264160,Namang,Synonym of Egon,,,,,,,,,,,,,,,,,,,,,,,
222040,Namarunu,Shield,-6550,Kenya,Africa and Red Sea,Africa (eastern),1.98,36.43,817,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Rhyolite,Trachyte / Trachydacite, , , , , , , ,47,537,7073,186674
383010,Nambroque,Synonym of San Juan,,,,,,,,,,,,,,,,,,,,,,,
383010,"Nambroque, Pico del",Synonym of La Palma,,,,,,,,,,,,,,,,,,,,,,,
283230,Nambu,Caldera of Akita-Komagatake,,,,,,,,,,,,,,,,,,,,,,,
283240,Nambu-fuji,Synonym of Iwatesan,,,,,,,,,,,,,,,,,,,,,,,
283240,Nambu-Huzi,Synonym of Iwatesan,,,,,,,,,,,,,,,,,,,,,,,
223020,Namlagira,Synonym of Nyamuragira,,,,,,,,,,,,,,,,,,,,,,,
285090,Nampo,Dome of Shiretoko-Iozan,,,,,,,,,,,,,,,,,,,,,,,
372050,Namshraun,Crater Row of Torfajokull,,,,,,,,,,,,,,,,,,,,,,,
244030,Namu'a,Tuff ring of Upolu,,,,,,,,,,,,,,,,,,,,,,,
257030,"Namui, Vusi",Cone of Ambae,,,,,,,,,,,,,,,,,,,,,,,
222030,Namurinyang,"Tuff cone of Barrier, The",,,,,,,,,,,,,,,,,,,,,,,
257110,Nanawarez,Stratovolcano of Aneityum,,,,,,,,,,,,,,,,,,,,,,,
281032,Nandatun,Dome of Tatun Volcanic Group,,,,,,,,,,,,,,,,,,,,,,,
222051,Nangarabat Springs,Hot Spring of Emuruangogolak,,,,,,,,,,,,,,,,,,,,,,,
305030,Nangelaqiushan,Cone of Wudalianchi,,,,,,,,,,,,,,,,,,,,,,,
283150,Nangetsu-yama,Stratovolcano of Nasudake,,,,,,,,,,,,,,,,,,,,,,,
252010,Nangila,Synonym of Langila,,,,,,,,,,,,,,,,,,,,,,,
263100,"Nangklak, Kawah",Crater of Papandayan,,,,,,,,,,,,,,,,,,,,,,,
266010,Nangoena,Synonym of Colo,,,,,,,,,,,,,,,,,,,,,,,
251050,Nani,Synonym of Motmot,,,,,,,,,,,,,,,,,,,,,,,
305030,Nan-Ko-la-shan,Synonym of Nangelaqiushan,,,,,,,,,,,,,,,,,,,,,,,
252010,Nanla,Synonym of Langila,,,,,,,,,,,,,,,,,,,,,,,
305050,Nanlongwan,Maar of Longgang Group,,,,,,,,,,,,,,,,,,,,,,,
320060,Nanook,Dome of Edziza,,,,,,,,,,,,,,,,,,,,,,,
305020,Nanshan,Pyroclastic cone of Keluo Group,,,,,,,,,,,,,,,,,,,,,,,
283141,Nantaisan,Stratovolcano,-9540,Japan,"Japan, Taiwan, Marianas",Honshu,36.765,139.491,2486,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,781,12768,128931,11079746
254020,Nanum River,Thermal of Ambitle,,,,,,,,,,,,,,,,,,,,,,,
343081,"Nanzal, Cerro",Pyroclastic cone of Usulután,,,,,,,,,,,,,,,,,,,,,,,
341095,Naolinca de Victoria Volcanic Field,Synonym of Naolinco Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
341095,Naolinco Volcanic Field,Pyroclastic cone(s),-1200,Mexico,México and Central America,Mexico,19.67,-96.75,2000,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , ,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , , ,108824,108824,739767,4184323
332010,Napau,Pit crater of Kilauea,,,,,,,,,,,,,,,,,,,,,,,
222030,Naperito,"Tuff cone of Barrier, The",,,,,,,,,,,,,,,,,,,,,,,
259010,"Napier, Mount",Cone of Newer Volcanics Province,,,,,,,,,,,,,,,,,,,,,,,
360060,"Napoleon, Cratere",Crater of Soufrière Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,
341096,Nappatecuhtlan,Synonym of Cofre de Perote,,,,,,,,,,,,,,,,,,,,,,,
231120,Nappe ee Lave ee Damar,"Synonym of Dhamar, Harras of",,,,,,,,,,,,,,,,,,,,,,,
231020,"Nar, Harrat en-","Synonym of Uwayrid, Harrat",,,,,,,,,,,,,,,,,,,,,,,
341061,"Naranjo, El",Cone of Zitácuaro-Valle de Bravo,,,,,,,,,,,,,,,,,,,,,,,
343010,"Naranjos, Cerro los",Stratovolcano of Apaneca Range,,,,,,,,,,,,,,,,,,,,,,,
282110,Naraodake,Stratovolcano of Asosan,,,,,,,,,,,,,,,,,,,,,,,
282110,Narao-dake,Synonym of Naraodake,,,,,,,,,,,,,,,,,,,,,,,
245010,Narata,Cone of Taveuni,,,,,,,,,,,,,,,,,,,,,,,
353010,Narborough,Synonym of Fernandina,,,,,,,,,,,,,,,,,,,,,,,
260001,Narcondam,Synonym of Narcondum,,,,,,,,,,,,,,,,,,,,,,,
260001,Narcondum,Stratovolcano,Unknown,India,Indonesia,Andaman Islands,13.43,94.28,710,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,0,0
306030,Nari,Caldera of Ulreung,,,,,,,,,,,,,,,,,,,,,,,
282070,Narikawa,Maar of Ata,,,,,,,,,,,,,,,,,,,,,,,
357066,"Nariz, La",Cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
255050,Narove Island,Synonym of Simbo,,,,,,,,,,,,,,,,,,,,,,,
210020,Narse D'ampoix,Maar of Chaine des Puys,,,,,,,,,,,,,,,,,,,,,,,
210020,Narse D'espinsasse,Maar of Chaine des Puys,,,,,,,,,,,,,,,,,,,,,,,
283200,Narugo,Synonym of Naruko,,,,,,,,,,,,,,,,,,,,,,,
283200,Naruko,Caldera,837,Japan,"Japan, Taiwan, Marianas",Honshu,38.729,140.734,470,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Rhyolite, , , , , , , , ,54771,54771,210262,4417058
283030,Narusawatakane,Synonym of Fujisan,,,,,,,,,,,,,,,,,,,,,,,
214020,Narvani,Fissure vent of Kazbek,,,,,,,,,,,,,,,,,,,,,,,
322040,Nash Crater,Pyroclastic cone of Sand Mountain Field,,,,,,,,,,,,,,,,,,,,,,,
283150,Naso,Synonym of Nasudake,,,,,,,,,,,,,,,,,,,,,,,
283150,Nasu,Synonym of Nasudake,,,,,,,,,,,,,,,,,,,,,,,
283150,Nasudake,Stratovolcano(es),1963,Japan,"Japan, Taiwan, Marianas",Honshu,37.125,139.963,1915,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,639,5802,298717,5725203
283150,Nasu-yama,Synonym of Nasudake,,,,,,,,,,,,,,,,,,,,,,,
283150,Nasu-Yumoto Spa,Thermal of Nasudake,,,,,,,,,,,,,,,,,,,,,,,
357030,Natalia,Stratovolcano of Tinguiririca,,,,,,,,,,,,,,,,,,,,,,,
273082,Natib,Stratovolcano,Unknown,Philippines,Philippines and SE Asia,Luzon,14.72,120.4,1253,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,450,4977,1050509,25524080
257070,Natorotoro,Thermal of Kuwae,,,,,,,,,,,,,,,,,,,,,,,
273060,Natugnos,Thermal of San Pablo Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
341096,Naucampatépetl,Synonym of Cofre de Perote,,,,,,,,,,,,,,,,,,,,,,,
332060,"Naue, Puu",Cone of Haleakala,,,,,,,,,,,,,,,,,,,,,,,
358020,Nauga,Synonym of Calbuco,,,,,,,,,,,,,,,,,,,,,,,
341096,Nauhcampta-tépetl,Synonym of Cofre de Perote,,,,,,,,,,,,,,,,,,,,,,,
245010,Nauthunilawe,Cone of Taveuni,,,,,,,,,,,,,,,,,,,,,,,
357100,Navidad,Pyroclastic cone of Lonquimay,,,,,,,,,,,,,,,,,,,,,,,
245010,Navolivoli,Cone of Taveuni,,,,,,,,,,,,,,,,,,,,,,,
245010,Nayavuloa,Cone of Taveuni,,,,,,,,,,,,,,,,,,,,,,,
274030,Naydi,Stratovolcano of Babuyan Claro,,,,,,,,,,,,,,,,,,,,,,,
320140,Nazko,Pyroclastic cone(s),-5220,Canada,Canada and Western USA,Canada,52.928,-123.732,1238,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,4,8,674,25892
222090,Ndabibi,Dome of Olkaria,,,,,,,,,,,,,,,,,,,,,,,
223020,Ndakaza,Crater of Nyamuragira,,,,,,,,,,,,,,,,,,,,,,,
223002,Ndale,Synonym of Kyatwa,,,,,,,,,,,,,,,,,,,,,,,
223030,Ndamukoro,Cone of Nyiragongo,,,,,,,,,,,,,,,,,,,,,,,
245010,Ndana,Cone of Taveuni,,,,,,,,,,,,,,,,,,,,,,,
223001,Ndeke,Tuff cone of Fort Portal,,,,,,,,,,,,,,,,,,,,,,,
222070,Ndiru,Cone of Homa Mountain,,,,,,,,,,,,,,,,,,,,,,,
222056,Ndobwa,Dome of Nyambeni Hills,,,,,,,,,,,,,,,,,,,,,,,
222056,Ndonyu Yuki Hill,Pyroclastic cone of Nyambeni Hills,,,,,,,,,,,,,,,,,,,,,,,
222166,Ndwati,Crater of Rungwe,,,,,,,,,,,,,,,,,,,,,,,
284200,NE Anatahan,Submarine cone of Anatahan,,,,,,,,,,,,,,,,,,,,,,,
320010,Ne Ch'e Ddhawa,Cone of Fort Selkirk,,,,,,,,,,,,,,,,,,,,,,,
243120,NE Lau Speading Center,Synonym of Tafu-Maka,,,,,,,,,,,,,,,,,,,,,,,
257080,NE Shepherd Islands,Stratovolcano(es),Unknown,Vanuatu,Melanesia and Australia,Vanuatu,-16.992,168.592,216,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain,Basalt / Picro-Basalt,Dacite, , , , , , , , ,1101,1972,6407,69711
212040,Nea Kameni,Island - Composite of Santorini,,,,,,,,,,,,,,,,,,,,,,,
211010,Neapolitan Yellow Tuff,Pleistocene caldera of Campi Flegrei,,,,,,,,,,,,,,,,,,,,,,,
221021,Near Island,Cone of Zukur,,,,,,,,,,,,,,,,,,,,,,,
320060,"Neck, the",Cone of Edziza,,,,,,,,,,,,,,,,,,,,,,,
300240,Nedostupny,Pyroclastic cone of Tolbachik,,,,,,,,,,,,,,,,,,,,,,,
282030,Negami-dake,Synonym of Nabedao,,,,,,,,,,,,,,,,,,,,,,,
323110,Negit Island,Cone of Mono Lake Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
224030,Negop-Ghang,Maar of Oku Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
383040,"Negra de Jinámar, Montaña",Pyroclastic cone of Gran Canaria,,,,,,,,,,,,,,,,,,,,,,,
357061,"Negra, Crater","Crater of Maule, Laguna del",,,,,,,,,,,,,,,,,,,,,,,
357066,"Negra, La",Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
383060,"Negra, Montaña","Synonym of Nuevo del Fuego, Volcán",,,,,,,,,,,,,,,,,,,,,,,
383030,"Negra, Montaña","Synonym of Garachico, Volcán de",,,,,,,,,,,,,,,,,,,,,,,
383030,"Negra, Montaña",Synonym of Siete Fuentes,,,,,,,,,,,,,,,,,,,,,,,
353050,"Negra, Sierra",Shield,2018,Ecuador,South America,Galapagos Islands,-0.83,-91.17,1124,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,408,408,983,9884
357064,"Negra, Sierra","Synonym of Blancas, Lomas",,,,,,,,,,,,,,,,,,,,,,,
341100,"Negra, Sierra","Stratovolcano of Orizaba, Pico de",,,,,,,,,,,,,,,,,,,,,,,
383030,"Negras, Montañas de",Fissure vent of Tenerife,,,,,,,,,,,,,,,,,,,,,,,
383030,"Negras, Montañetas las",Fissure vent of Tenerife,,,,,,,,,,,,,,,,,,,,,,,
358010,"Negrillar de Ensenada, Volcanes el",Fissure vent of Osorno,,,,,,,,,,,,,,,,,,,,,,,
355106,"Negrillar, El",Pyroclastic cone(s),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-24.18,-68.25,3500,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , ,112,112,406,8463
355108,"Negrillar, La",Pyroclastic cone(s),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-24.319,-68.59,4220,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite, , , , , , , , , ,19,104,791,9301
341060,"Negritas, Las",Thermal of Michoacan-Guanajuato,,,,,,,,,,,,,,,,,,,,,,,
357066,Negro,Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
358080,Negro,Pyroclastic cone of Pali-Aike Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
351110,"Negro de Mayasquer, Cerro",Stratovolcano of Chiles-Cerro Negro,,,,,,,,,,,,,,,,,,,,,,,
357072,"Negro del Tromen, Cerro",Stratovolcano of Tromen,,,,,,,,,,,,,,,,,,,,,,,
355042,"Negro, Cerro",Maar of Pampa Luxsar,,,,,,,,,,,,,,,,,,,,,,,
355094,"Negro, Cerro",Dome of Purico Complex,,,,,,,,,,,,,,,,,,,,,,,
344070,"Negro, Cerro",Pyroclastic cone(s),1999,Nicaragua,México and Central America,Nicaragua,12.506,-86.702,728,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,1690,10243,296320,3540933
357140,"Negro, Cerro",Pyroclastic cone of Carrán-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
357070,"Negro, Cerro","Pleistocene caldera of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
358025,"Negro, Cerro",Pyroclastic cone of Crater Basalt Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
341080,"Negro, El",Pyroclastic cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
357140,"Negro, Laguna",Maar of Carrán-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
383040,"Negro, Montagñón",Pyroclastic cone of Gran Canaria,,,,,,,,,,,,,,,,,,,,,,,
273083,"Negron, Mount",Dome of Pinatubo,,,,,,,,,,,,,,,,,,,,,,,
355106,Negros de Aras,"Synonym of Negrillar, El",,,,,,,,,,,,,,,,,,,,,,,
344092,Nejapa,Maar of Nejapa-Miraflores,,,,,,,,,,,,,,,,,,,,,,,
344092,Nejapa-Miraflores,Fissure vent(s),1060,Nicaragua,México and Central America,Nicaragua,12.12,-86.32,360,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,295906,870837,1610426,3062823
344092,Nejapa-Ticoma,Synonym of Nejapa-Miraflores,,,,,,,,,,,,,,,,,,,,,,,
355035,Nekhe Khota,"Maar of Jayu Khota, Laguna",,,,,,,,,,,,,,,,,,,,,,,
355035,Nekhe Kkota,Synonym of Nekhe Khota,,,,,,,,,,,,,,,,,,,,,,,
282110,Nekodake,Stratovolcano of Asosan,,,,,,,,,,,,,,,,,,,,,,,
282110,Neko-dake,Synonym of Nekodake,,,,,,,,,,,,,,,,,,,,,,,
211040,Nel Cannestrà,Fissure vent of Stromboli,,,,,,,,,,,,,,,,,,,,,,,
386010,Nellie's Hump,Pyroclastic cone of Tristan da Cunha,,,,,,,,,,,,,,,,,,,,,,,
320010,Nelruna,Synonym of Volcano Mountain,,,,,,,,,,,,,,,,,,,,,,,
233020,"Nelson, Piton","Pyroclastic cone of Fournaise, Piton de la",,,,,,,,,,,,,,,,,,,,,,,
222130,Nemashi,Cone of Chyulu Hills,,,,,,,,,,,,,,,,,,,,,,,
211004,Nemi,Maar of Colli Albani,,,,,,,,,,,,,,,,,,,,,,,
290320,Nemo Peak,Caldera,1938,Russia,Kuril Islands,Kuril Islands,49.57,154.808,1018,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,15,15,46,582
290320,Nemo-san,Synonym of Nemo Peak,,,,,,,,,,,,,,,,,,,,,,,
213020,Nemrut Boynu,Fissure vent of Nemrut Dagi,,,,,,,,,,,,,,,,,,,,,,,
213020,Nemrut Dagi,Stratovolcano,1650,Turkey,Mediterranean and Western Asia,Turkey,38.654,42.229,2948,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Rhyolite,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , ,608,7399,230531,1618263
213020,Nemrut Kale,Synonym of Nemrutbasi,,,,,,,,,,,,,,,,,,,,,,,
213020,Nemrutbasi,Cone of Nemrut Dagi,,,,,,,,,,,,,,,,,,,,,,,
211040,Neostromboli,Stratovolcano of Stromboli,,,,,,,,,,,,,,,,,,,,,,,
290380,Neozhidannyi,Cone of Ebeko,,,,,,,,,,,,,,,,,,,,,,,
302030,Neozhidannyi,Pyroclastic cone of Udokan Plateau,,,,,,,,,,,,,,,,,,,,,,,
300022,Nepriyatnaya,Dome of Diky Greben,,,,,,,,,,,,,,,,,,,,,,,
311350,Neptune Cone,Stratovolcano of Fisher,,,,,,,,,,,,,,,,,,,,,,,
257010,Nereuantop,Thermal of Suretamatai,,,,,,,,,,,,,,,,,,,,,,,
211070,Nerita,Synonym of Ferdinandea,,,,,,,,,,,,,,,,,,,,,,,
211070,Nerita Bank,Submarine cone of Campi Flegrei del Mar di Sicilia,,,,,,,,,,,,,,,,,,,,,,,
211060,"Nero delle Concazze, Monte",Pyroclastic cone of Etna,,,,,,,,,,,,,,,,,,,,,,,
211060,"Nero, Monte",Pyroclastic cone of Etna,,,,,,,,,,,,,,,,,,,,,,,
290320,Nesige,Synonym of Nemo Peak,,,,,,,,,,,,,,,,,,,,,,,
371050,Nesjahraun,Fissure vent of Hengill,,,,,,,,,,,,,,,,,,,,,,,
371050,Nesjavellir,Thermal of Hengill,,,,,,,,,,,,,,,,,,,,,,,
355123,"Nevada de Lagunas Bravas, Sierra","Synonym of Nevada, Sierra",,,,,,,,,,,,,,,,,,,,,,,
355123,"Nevada, Sierra",Complex,Unknown,Chile-Argentina,South America,"Northern Chile, Bolivia and Argentina",-26.48,-68.58,6173,Subduction zone / Continental crust (>25 km),Evidence Credible,No Data (checked), , , , , , , , , ,27,27,232,7638
357070,Nevado,"Synonym of Blanco, Cerro",,,,,,,,,,,,,,,,,,,,,,,
300260,Nevidimka,Fissure vent of Klyuchevskoy,,,,,,,,,,,,,,,,,,,,,,,
360040,Nevis Peak,Stratovolcano,Unknown,Saint Kitts and Nevis,West Indies,West Indies,17.15,-62.58,985,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,5363,9541,35673,132863
234002,New Amsterdam,Synonym of St. Paul,,,,,,,,,,,,,,,,,,,,,,,
311300,New Bogoslof,Synonym of Fire Island,,,,,,,,,,,,,,,,,,,,,,,
312090,New Cone,Cone of Aniakchak,,,,,,,,,,,,,,,,,,,,,,,
360150,"New Crater, The",Crater of Soufriere St. Vincent,,,,,,,,,,,,,,,,,,,,,,,
322110,Newberry,Shield,690,United States,Canada and Western USA,USA (Oregon),43.722,-121.229,2434,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , ,0,0,16437,180091
322070,Newberry,Dome of Three Sisters,,,,,,,,,,,,,,,,,,,,,,,
259010,Newer Volcanics Province,Shield(s),-2900,Australia,Melanesia and Australia,Australia,-37.77,142.5,1011,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,Andesite / Basaltic Andesite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , ,610361,610361,610361,610361
341090,Nexpayantla,Stratovolcano of Popocatepetl,,,,,,,,,,,,,,,,,,,,,,,
300050,Nezametnaya,Dome of Ksudach,,,,,,,,,,,,,,,,,,,,,,,
300260,Nezametnyi,Fissure vent of Klyuchevskoy,,,,,,,,,,,,,,,,,,,,,,,
290380,Nezametnyi,Cone of Ebeko,,,,,,,,,,,,,,,,,,,,,,,
224030,"Nfou, Lake",Maar of Oku Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
224030,"Nfouet, Lake",Maar of Oku Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
263310,Ngadisari,Pleistocene caldera of Tengger Caldera,,,,,,,,,,,,,,,,,,,,,,,
241060,"Ngahewa, Lake",Crater of Reporoa,,,,,,,,,,,,,,,,,,,,,,,
241010,Ngahuha,Cone of Kaikohe-Bay of Islands,,,,,,,,,,,,,,,,,,,,,,,
222120,"Ngai, Donyo","Synonym of Lengai, Ol Doinyo",,,,,,,,,,,,,,,,,,,,,,,
222120,"Ngai, Duenjo","Synonym of Lengai, Ol Doinyo",,,,,,,,,,,,,,,,,,,,,,,
222130,Ngalata,Cone of Chyulu Hills,,,,,,,,,,,,,,,,,,,,,,,
241061,Ngangiho,Dome of Maroa,,,,,,,,,,,,,,,,,,,,,,,
264230,Ngapi,Synonym of Lewotolo,,,,,,,,,,,,,,,,,,,,,,,
241060,"Ngapouri, Lake",Crater of Reporoa,,,,,,,,,,,,,,,,,,,,,,,
222170,Ngaramo,Crater of Kyejo,,,,,,,,,,,,,,,,,,,,,,,
241061,Ngatamariki,Thermal of Maroa,,,,,,,,,,,,,,,,,,,,,,,
241040,Ngatoro Cone,Stratovolcano of White Island (New Zealand),,,,,,,,,,,,,,,,,,,,,,,
241080,Ngauruhoe,Stratovolcano of Tongariro,,,,,,,,,,,,,,,,,,,,,,,
241061,Ngautuku,Dome of Maroa,,,,,,,,,,,,,,,,,,,,,,,
241010,Ngawha Hot Springs,Hot Spring of Kaikohe-Bay of Islands,,,,,,,,,,,,,,,,,,,,,,,
222130,Ngazani,Cone of Chyulu Hills,,,,,,,,,,,,,,,,,,,,,,,
263270,"Ngebel, Lake",Crater of Wilis,,,,,,,,,,,,,,,,,,,,,,,
257010,Ngere Kwon,Stratovolcano of Suretamatai,,,,,,,,,,,,,,,,,,,,,,,
