budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
14000000.0,Columbia Pictures Corporation,USA,Richard Pryor,Biography,18034150.0,"Jo Jo Dancer, Your Life Is Calling",R,1986-05-02,97,6.3,Richard Pryor,1288,Rocco Urbisci,1986
0.0,Balcor Film Investors,USA,Andrew Lane,Action,1943751.0,Jake Speed,PG,1986-05-30,100,5.3,Wayne Crawford,632,Wayne Crawford,1986
3401376.0,Cinema Group Ventures,USA,Renny Harlin,Action,3388020.0,Born American,R,1986-08-29,97,4.3,Mike Norris,1509,Renny Harlin,1986
10000000.0,Paramount Pictures,USA,Michelle Manning,Action,6947787.0,Blue City,R,1986-05-02,83,4.4,Judd Nelson,792,Ross Macdonald,1986
0.0,Cascade Films,Australia,Nadia Tass,Comedy,544472.0,Malcolm,PG-13,1986-11-05,90,7.2,Colin Friels,1623,David Parker,1986
0.0,Miramax,USA,Bob Weinstein,Comedy,2669366.0,Playing for Keeps,PG-13,1986-10-03,102,4.1,Daniel Jordano,515,Bob Weinstein,1986
0.0,Golan-Globus Productions,USA,Andrey Konchalovskiy,Drama,8736.0,Duet for One,R,1987-02,107,7.0,Julie Andrews,699,Tom Kempinski,1986
0.0,Island Pictures,USA,Evelyn Purcell,Comedy,563358.0,Nobody's Fool,PG-13,1986-11-07,107,5.5,Rosanna Arquette,652,Beth Henley,1986
0.0,Paramount Pictures,USA,John Byrum,Comedy,444746.0,The Whoopee Boys,R,1986-08-22,88,6.2,Michael O'Keefe,639,Steve Zacharias,1986
0.0,Blake Edwards,USA,Blake Edwards,Comedy,4079895.0,That's Life!,PG-13,1986-10-10,102,6.1,Jack Lemmon,1032,Milton Wexler,1986
0.0,Hemdale,USA,Hal Needham,Comedy,14926.0,Body Slam,PG,1987-05-21,89,5.3,Dirk Benedict,795,Shel Lytton,1986
0.0,"Rank Organisation, The",UK,David Drury,Thriller,750000.0,Defense of the Realm,PG,1986-11-21,96,6.6,Gabriel Byrne,1625,Martin Stellman,1986
0.0,Cinequanon,Argentina,Eliseo Subiela,Drama,725000.0,Man Facing Southeast,R,1987-03-13,105,7.8,Lorenzo Quinteros,2991,Eliseo Subiela,1986
0.0,Corporation Image M & M,Canada,Denys Arcand,Comedy,1902706.0,The Decline of the American Empire,R,1986-11-14,101,7.3,Dominique Michel,6622,Denys Arcand,1986
0.0,Rastar Films,USA,Jack Fisk,Drama,4743287.0,Violets Are Blue...,PG-13,1986-04-25,88,5.7,Sissy Spacek,553,Naomi Foner,1986
0.0,Portreeve,UK,Simon Langton,Thriller,1500000.0,The Whistle Blower,PG,1987-07-10,100,6.2,Michael Caine,1672,Julian Bond,1986
2000000.0,American Playhouse,USA,Jerrold Freedman,Drama,1301121.0,Native Son,PG,1986-12-12,111,5.9,Victor Love,448,Richard Wesley,1986
0.0,Carson Productions,USA,Eugene Corr,Drama,416393.0,Desert Bloom,PG,1986-04-18,105,6.6,Jon Voight,821,Linda Remy,1986
0.0,Alternate Current,USA,Lizzie Borden,Drama,1777378.0,Working Girls,UNRATED,1987-03-20,93,6.5,Louise Smith,604,Lizzie Borden,1986
0.0,Ciné Valse,France,Bertrand Blier,Comedy,925952.0,Ménage,Not specified,1986-10-01,84,7.0,Gérard Depardieu,2022,Bertrand Blier,1986
0.0,Caméras Continentales,Denmark,Henning Carlsen,Biography,583800.0,Oviri,R,1986-09-05,100,6.2,Donald Sutherland,275,Henning Carlsen,1986
0.0,Film Corporation of Kenya,UK,Raju Patel,Action,181410.0,In the Shadow of Kilimanjaro,R,1986-05-09,100,5.1,John Rhys-Davies,310,T. Michael Harry,1986
0.0,Cineplex-Odeon Films,Australia,Tim Burstall,Drama,432266.0,Kangaroo,R,1987-03-13,108,6.7,Colin Friels,156,Evan Jones,1986
0.0,Cannon Group,USA,Albert Pyun,Action,2390525.0,Dangerously Close,R,1986-05-09,95,6.6,John Stockwell,935,Scott Fields,1986
0.0,Hyperion Pictures,USA,Carroll Ballard,Family,781727.0,Nutcracker,G,1986-11-26,100,7.2,Hugh Bigney,578,Kent Stowell,1986
0.0,Produzioni Europee Associate (PEA),Italy,Federico Fellini,Comedy,837623.0,Ginger and Fred,PG-13,1986-03-28,125,7.3,Marcello Mastroianni,3859,Federico Fellini,1986
0.0,Metro-Goldwyn-Mayer (MGM),USA,Alan J. Pakula,Crime,502237.0,Dream Lover,R,1986-04-02,104,5.1,Kristy McNichol,405,Jon Boorstin,1986
0.0,MTM Enterprises,USA,Allan Burns,Drama,6408791.0,Just Between Friends,PG-13,1986-03-21,110,5.9,Mary Tyler Moore,629,Allan Burns,1986
0.0,Lynn-Davis Productions,USA,Gary Hudson,Action,145975.0,Thunder Run,PG-13,1986-05-30,90,5.1,Forrest Tucker,218,Charles Davis,1986
0.0,Longshot,USA,Paul Bartel,Comedy,1096843.0,The Longshot,PG-13,1986-01-17,89,5.4,Tim Conway,457,Tim Conway,1986
0.0,Silver Screen Partners II,USA,Michael Dinner,Comedy,4842778.0,Off Beat,PG,1986-04-11,92,5.0,Judge Reinhold,748,Dezsö Magyar,1986
0.0,Roundhouse,USA,Joe Roth,Drama,2520664.0,Streets of Gold,R,1986-11-14,95,6.0,Klaus Maria Brandauer,505,Dezsö Magyar,1986
0.0,Convy-Fimberg Productions,USA,Bert Convy,Action,351623.0,Weekend Warriors,R,1986-10,100,4.4,Chris Lemmon,237,Bruce Belland,1986
18000000.0,J&M; Entertainment,UK,Zoran Perisic,Action,2295500.0,Sky Bandits,PG,1986-10-31,100,4.6,Scott McGinnis,183,Thom Keyes,1986
1500000.0,Cinetel Films,USA,Fred Olen Ray,Action,1368912.0,Armed Response,R,1986-10-03,86,4.9,David Carradine,489,T.L. Lankford,1986
0.0,Cannon City Produktie Maatschappij B.V.,Netherlands,Franco Zeffirelli,Drama,189042.0,Otello,PG,1986-09-12,100,7.2,Plácido Domingo,424,Arrigo Boito,1986
0.0,Alliance Communications Corporation,USA,Rob Nilsson,Drama,440438.0,On the Edge,PG-13,1986-05-02,95,7.1,Bruce Dern,171,Roy Kissin,1986
0.0,Action Communications,USA,Frank Harris,Action,63860.0,Low Blow,R,1986-04,100,3.5,Leo Fong,256,Leo Fong,1986
0.0,Cote Blanche Productions,USA,Glen Pitre,Drama,1444618.0,Belizaire the Cajun,PG,1986-06-13,103,6.4,Armand Assante,391,Glen Pitre,1986
0.0,Les Films 13,France,Claude Lelouch,Drama,227510.0,A Man and a Woman: 20 Years Later,PG,1986-08-15,112,5.8,Anouk Aimée,496,Claude Lelouch,1986
0.0,New Line Cinema,USA,Clay Borris,Action,1900000.0,Quiet Cool,R,1986-11-07,100,5.7,James Remar,542,Clay Borris,1986
0.0,Not specified,USA,Gideon Amir,Action,2497233.0,Behind Enemy Lines,R,1986-04-04,90,4.9,David Carradine,368,Malcolm Barbour,1986
0.0,Not specified,USA,Francis Schaeffer,Action,193153.0,Wired to Kill,R,1986-11-14,86,4.2,Emily Longstreth,163,Francis Schaeffer,1986
0.0,Fringe Dwellers Productions,Australia,Bruce Beresford,Drama,149440.0,The Fringe Dwellers,PG,1986-10,98,6.7,Kristina Nehm,305,Bruce Beresford,1986
0.0,T. Films,France,André Téchiné,Crime,164187.0,Scene of the Crime,Not specified,1987-05,90,6.9,Nicolas Giraudi,565,André Téchiné,1986
0.0,Hanna-Barbera Productions,USA,Don Lusk,Animation,1338264.0,GoBots: Battle of the Rock Lords,G,1986-03-21,75,5.8,Margot Kidder,397,Jeff Segal,1986
0.0,Channel Four Films,UK,Charles Gormley,Comedy,267249.0,The Gospel According to Vic,PG,1987-03-13,92,6.1,Tom Conti,227,Charles Gormley,1986
0.0,Grace,USA,Dominic Orlando,Action,601451.0,Knights of the City,R,1986-02-14,87,4.8,Leon Isaac Kennedy,103,Leon Isaac Kennedy,1986
0.0,Embassy Pictures,USA,Robert M. Young,Comedy,18209.0,Saving Grace,PG,1986-11-13,112,7.0,Tom Conti,467,Celia Gittelson,1986
0.0,Hunter/MFG Production,USA,Gary Grillo,Action,492367.0,Jackals,R,1986-09-19,97,5.3,Jack Lucarelli,139,Dennis A. Pratt,1986
0.0,Cannon Films,USA,Filippo Ottoni,Comedy,22123.0,Detective School Dropouts,PG,1986-08-08,92,5.8,David Landsberg,220,Lorin Dreyfuss,1986
0.0,CBS Entertainment Production,USA,Christopher Cain,Adventure,676166.0,Where the River Runs Black,PG,1986-09-19,100,6.6,Charles Durning,351,Neal Jimenez,1986
0.0,DIC Entertainment,Canada,Bruno Bianchi,Family,2193642.0,Heathcliff: The Movie,G,1986-01-17,73,5.3,Mel Blanc,187,George Gately,1986
0.0,AAR Films,USA,Dennis Klein,Comedy,32279.0,One More Saturday Night,R,1986-08-22,95,5.7,Tom Davis,211,Tom Davis,1986
16000000.0,Act III Communications,USA,Rob Reiner,Adventure,30857814.0,The Princess Bride,PG,1987-10-09,98,8.1,Cary Elwes,320953,William Goldman,1987
1000000.0,Cinemarque Entertainment BV,UK,Clive Barker,Horror,14564027.0,Hellraiser,R,1987-09-18,94,7.0,Andrew Robinson,83209,Clive Barker,1987
30000000.0,Natant,UK,Stanley Kubrick,Drama,46357676.0,Full Metal Jacket,R,1987-07-10,116,8.3,Matthew Modine,537826,Gustav Hasford,1987
6000000.0,Great American Films Limited Partnership,USA,Emile Ardolino,Drama,63952836.0,Dirty Dancing,PG-13,1987-08-21,100,6.9,Patrick Swayze,155978,Eleanor Bergstein,1987
0.0,Warner Bros.,USA,Joel Schumacher,Comedy,32222567.0,The Lost Boys,R,1987-07-31,97,7.3,Jason Patric,100376,Jan Fischer,1987
15000000.0,Amercent Films,USA,John McTiernan,Action,59735548.0,Predator,R,1987-06-12,107,7.8,Arnold Schwarzenegger,313213,Jim Thomas,1987
27000000.0,Braveworld Productions,USA,Paul Michael Glaser,Action,38122105.0,The Running Man,R,1987-11-13,101,6.6,Arnold Schwarzenegger,120345,Stephen King,1987
22700000.0,Brooksfilms,USA,Mel Brooks,Adventure,38119483.0,Spaceballs,PG,1987-06-24,96,7.1,Mel Brooks,146748,Mel Brooks,1987
13000000.0,Orion Pictures,USA,Paul Verhoeven,Action,53424681.0,RoboCop,R,1987-07-17,102,7.5,Peter Weller,196245,Edward Neumeier,1987
15000000.0,Warner Bros.,USA,Richard Donner,Action,65207127.0,Lethal Weapon,R,1987-03-06,110,7.6,Mel Gibson,204328,Shane Black,1987
25000000.0,Paramount Pictures,USA,Brian De Palma,Crime,76270454.0,The Untouchables,R,1987-06-03,119,7.9,Kevin Costner,234254,Oscar Fraley,1987
3600000.0,De Laurentiis Entertainment Group (DEG),USA,Sam Raimi,Comedy,5923044.0,Evil Dead II,R,1987-03-13,84,7.8,Bruce Campbell,123325,Sam Raimi,1987
22000000.0,Golan-Globus Productions,USA,Gary Goddard,Action,17336370.0,Masters of the Universe,PG,1987-08-07,106,5.4,Dolph Lundgren,30370,David Odell,1987
12000000.0,Home Box Office (HBO),USA,Fred Dekker,Action,3769990.0,The Monster Squad,PG-13,1987-08-14,82,7.2,Andre Gower,21420,Shane Black,1987
14000000.0,Paramount Pictures,USA,Adrian Lyne,Drama,156645693.0,Fatal Attraction,R,1987-09-18,119,6.9,Michael Douglas,60383,James Dearden,1987
30000000.0,Eon Productions,UK,John Glen,Action,51185897.0,The Living Daylights,PG,1987-07-31,130,6.7,Timothy Dalton,74272,Richard Maibaum,1987
15000000.0,Twentieth Century Fox Film Corporation,USA,Oliver Stone,Crime,43848100.0,Wall Street,R,1987-12-11,126,7.4,Charlie Sheen,126195,Stanley Weiser,1987
35000000.0,Amblin Entertainment,USA,Steven Spielberg,Drama,22238696.0,Empire of the Sun,PG,1987-12-25,153,7.8,Christian Bale,96566,Tom Stoppard,1987
0.0,Apollo Pictures,USA,Steve Rash,Comedy,31623833.0,Can't Buy Me Love,PG-13,1987-08-14,94,6.7,Patrick Dempsey,26348,Michael Swerdlick,1987
22000000.0,Warner Bros.,USA,George Miller,Comedy,63766510.0,The Witches of Eastwick,R,1987-06-12,118,6.5,Jack Nicholson,51642,John Updike,1987
0.0,Paramount Pictures,USA,Carl Reiner,Comedy,35658098.0,Summer School,PG-13,1987-07-22,97,6.5,Mark Harmon,14038,Stuart Birnbaum,1987
4500000.0,New Line Cinema,USA,Chuck Russell,Action,44793222.0,A Nightmare on Elm Street 3: Dream Warriors,R,1987-02-27,96,6.6,Heather Langenkamp,55414,Wes Craven,1987
0.0,Touchstone Pictures,USA,Chris Columbus,Action,34368475.0,Adventures in Babysitting,PG-13,1987-07-03,102,6.9,Elisabeth Shue,30850,David Simkins,1987
0.0,RKO Pictures,USA,John Irvin,Action,13839404.0,Hamburger Hill,R,1987-08-28,110,6.7,Anthony Barrile,20159,James Carabatsos,1987
23000000.0,Universal Pictures,USA,Joseph Sargent,Adventure,20763013.0,Jaws: The Revenge,PG-13,1987-07-17,89,2.9,Lorraine Gary,33419,Peter Benchley,1987
25000000.0,Cannon Group,USA,Menahem Golan,Action,16057580.0,Over the Top,PG,1987-02-13,93,5.7,Sylvester Stallone,40916,Gary Conway,1987
30000000.0,Paramount Pictures,USA,John Hughes,Comedy,49530280.0,"Planes, Trains & Automobiles",R,1987-11-25,93,7.6,Steve Martin,98897,John Hughes,1987
6000000.0,Circle Films,USA,Joel Coen,Comedy,22847564.0,Raising Arizona,PG-13,1987-04-17,94,7.4,Nicolas Cage,107669,Ethan Coen,1987
17000000.0,Carolco International N.V.,UK,Alan Parker,Horror,17185632.0,Angel Heart,R,1987-03-06,113,7.3,Mickey Rourke,67453,William Hjortsberg,1987
0.0,Hughes Entertainment,USA,Howard Deutch,Drama,18553948.0,Some Kind of Wonderful,PG-13,1987-02-27,95,7.1,Eric Stoltz,21931,John Hughes,1987
6000000.0,Gladden Entertainment,USA,Michael Gottlieb,Comedy,42721196.0,Mannequin,PG,1987-02-13,90,5.8,Andrew McCarthy,24626,Edward Rugoff,1987
0.0,Hawn / Sylbert Movie Company,USA,Garry Marshall,Comedy,26713187.0,Overboard,PG,1987-12-16,106,6.8,Goldie Hawn,40429,Leslie Dixon,1987
27000000.0,Warner Bros.,USA,Joe Dante,Action,25893810.0,Innerspace,PG,1987-07-01,120,6.8,Dennis Quaid,45172,Chip Proser,1987
15000000.0,Metro-Goldwyn-Mayer (MGM),USA,Norman Jewison,Comedy,80640528.0,Moonstruck,PG,1988-01-15,102,7.1,Cher,38600,John Patrick Shanley,1987
28000000.0,Paramount Pictures,USA,Tony Scott,Action,153665000.0,Beverly Hills Cop II,R,1987-05-20,100,6.5,Eddie Murphy,90969,Danilo Bach,1987
0.0,Amblin Entertainment,USA,William Dear,Comedy,29760613.0,Harry and the Hendersons,PG,1987-06-05,110,5.9,John Lithgow,26157,William Dear,1987
23000000.0,Recorded Picture Company (RPC),UK,Bernardo Bertolucci,Biography,43984230.0,The Last Emperor,PG-13,1988-04-15,163,7.8,John Lone,76408,Mark Peploe,1987
13000000.0,Touchstone Pictures,USA,Barry Levinson,Biography,123922370.0,"Good Morning, Vietnam",R,1988-01-15,121,7.3,Robin Williams,106924,Mitch Markowitz,1987
2600000.0,Merchant Ivory Productions,UK,James Ivory,Drama,3130592.0,Maurice,R,1987-09-18,140,7.7,James Wilby,11837,E.M. Forster,1987
11000000.0,Interscope Communications,USA,Leonard Nimoy,Comedy,167780960.0,3 Men and a Baby,PG,1987-11-25,102,5.9,Tom Selleck,39544,Coline Serreau,1987
3000000.0,Alive Films,USA,John Carpenter,Horror,14182492.0,Prince of Darkness,R,1987-10-23,102,6.7,Donald Pleasence,28064,John Carpenter,1987
6500000.0,Columbia Pictures Corporation,USA,Luis Valdez,Biography,54215416.0,La Bamba,PG-13,1987-07-24,108,6.8,Lou Diamond Phillips,22839,Luis Valdez,1987
5000000.0,F/M,USA,Kathryn Bigelow,Action,3369307.0,Near Dark,R,1988,94,7.0,Adrian Pasdar,27485,Kathryn Bigelow,1987
0.0,Road Movies Filmproduktion,West Germany,Wim Wenders,Drama,3210139.0,Wings of Desire,PG-13,1988-05-06,128,8.1,Bruno Ganz,51522,Wim Wenders,1987
0.0,Twentieth Century Fox Film Corporation,USA,Marek Kanievska,Crime,12396383.0,Less Than Zero,R,1987-11-06,98,6.4,Andrew McCarthy,15500,Bret Easton Ellis,1987
15000000.0,Orion Pictures,USA,Roger Donaldson,Action,35509515.0,No Way Out,R,1987-08-14,114,7.1,Kevin Costner,28684,Kenneth Fearing,1987
0.0,Universal Pictures,USA,Matthew Robbins,Comedy,32945797.0,*batteries not included,PG,1987-12-18,106,6.6,Hume Cronyn,25330,Mick Garris,1987
0.0,United Artists,USA,Charles Shyer,Comedy,26712476.0,Baby Boom,PG,1987-10-30,110,6.1,Diane Keaton,11414,Nancy Meyers,1987
0.0,Cineplex-Odeon Films,UK,Bruce Robinson,Comedy,1544889.0,Withnail & I,R,1987-06-19,107,7.8,Richard E. Grant,33285,Bruce Robinson,1987
0.0,Fries Entertainment,USA,Jeffrey Bloom,Drama,15151736.0,Flowers in the Attic,PG-13,1987-11-20,93,5.7,Louise Fletcher,7993,Virginia C. Andrews,1987
20000000.0,Amercent Films,USA,James L. Brooks,Comedy,51249404.0,Broadcast News,R,1987-12-25,133,7.2,William Hurt,22802,James L. Brooks,1987
2500000.0,New Century Entertainment Corporation,Canada,Tibor Takács,Fantasy,13539458.0,Túnel al infierno,PG-13,1987-05-15,85,6.0,Stephen Dorff,11435,Michael Nankin,1987
17000000.0,Cannon Films,UK,Sidney J. Furie,Action,15681020.0,Superman IV: The Quest for Peace,PG,1987-07-24,90,3.6,Christopher Reeve,35866,Joe Shuster,1987
3500000.0,Laurel Entertainment Inc.,USA,Michael Gornick,Comedy,14000000.0,Creepshow 2,R,1987-05-01,92,6.0,George Kennedy,17500,Stephen King,1987
3000000.0,Atlantic Entertainment Group,USA,Christopher Leitch,Comedy,7888703.0,Teen Wolf Too,PG,1987-11-20,95,3.2,Jason Bateman,8905,Jeph Loeb,1987
12000000.0,Columbia Pictures Industries,USA,Fred Schepisi,Comedy,40050884.0,Roxanne,PG,1987-06-19,107,6.6,Steve Martin,34794,Edmond Rostand,1987
12000000.0,Rastar Pictures,USA,Herbert Ross,Comedy,66995879.0,The Secret of My Succe$s,PG-13,1987-04-10,111,6.5,Michael J. Fox,24685,Jim Cash,1987
20000000.0,Applied Action,USA,Tom Mankiewicz,Comedy,57387516.0,Dragnet,PG-13,1987-06-26,106,5.9,Dan Aykroyd,27387,Dan Aykroyd,1987
0.0,British Screen Productions,UK,Alan Clarke,Comedy,124167.0,"Rita, Sue and Bob Too",R,1987-05-29,93,6.4,Siobhan Finneran,2747,Andrea Dunbar,1987
18000000.0,TriStar Pictures,USA,Blake Edwards,Comedy,39321715.0,Blind Date,PG-13,1987-03-27,95,5.9,Kim Basinger,17903,Dale Launer,1987
0.0,New World Pictures,USA,Ethan Wiley,Comedy,7800000.0,House II: The Second Story,PG-13,1987-08-28,88,5.4,Arye Gross,8302,Fred Dekker,1987
0.0,Warner Bros.,USA,Jim Drake,Comedy,28061343.0,Police Academy 4: Citizens on Patrol,PG,1987-04-03,88,4.8,Steve Guttenberg,33955,Neal Israel,1987
1000000.0,Atlantic Entertainment Group,USA,Rod Amateau,Adventure,1576615.0,The Garbage Pail Kids Movie,PG,1987-08-22,100,2.7,Anthony Newley,6348,Linda Palmer,1987
14000000.0,Orion Pictures,USA,Danny DeVito,Comedy,57915972.0,Throw Momma from the Train,PG-13,1987-12-11,88,6.2,Danny DeVito,28550,Stu Silver,1987
0.0,Incorporated Television Company (ITC),UK,Joseph Ruben,Horror,2488740.0,The Stepfather,R,1987-06-05,89,6.8,Terry O'Quinn,9959,Carolyn Lefcourt,1987
0.0,Heron Communications,USA,Jack Sholder,Action,9747988.0,The Hidden,R,1987-10-30,96,7.0,Kyle MacLachlan,13878,Jim Kouf,1987
0.0,Universal Pictures,USA,Joe Dante,Comedy,548696.0,Amazon Women on the Moon,R,1987-09-18,85,6.2,Rosanna Arquette,8755,Michael Barrie,1987
3000000.0,Golan-Globus Productions,USA,Barbet Schroeder,Comedy,3221568.0,Barfly,R,1987-10-16,100,7.3,Mickey Rourke,15647,Charles Bukowski,1987
6000000.0,Universal Pictures,USA,Phil Joanou,Comedy,3685862.0,Three O'Clock High,PG-13,1987-10-09,97,7.2,Casey Siemaszko,8970,Richard Christian Matheson,1987
0.0,Panorama Film A/S,Denmark,Gabriel Axel,Comedy,4398938.0,Babette's Feast,G,1988-03-04,102,7.8,Stéphane Audran,14838,Karen Blixen,1987
0.0,Orion Pictures,USA,John Schlesinger,Crime,18753438.0,The Believers,R,1987-06-10,114,6.1,Martin Sheen,4900,Mark Frost,1987
15000000.0,Amercent Films,USA,James Toback,Comedy,13290368.0,The Pick-up Artist,PG-13,1987-09-18,81,5.2,Molly Ringwald,5348,James Toback,1987
16000000.0,Orion Pictures,USA,Woody Allen,Comedy,14792779.0,Radio Days,PG,1987-01-30,88,7.6,Mia Farrow,26467,Woody Allen,1987
0.0,Lightyear Entertainment,UK,Robert Altman,Comedy,1028679.0,Aria,R,1987-10-30,90,5.8,John Hurt,2243,Robert Altman,1987
3000000.0,Emshell Producers,USA,John R. Cherry III,Comedy,23509382.0,Ernest Goes to Camp,PG,1987-05-22,92,5.5,Jim Varney,9526,John R. Cherry III,1987
0.0,Nouvelles Éditions de Films (NEF),France,Louis Malle,Drama,4542825.0,Au Revoir les Enfants,PG,1988-02-12,104,8.0,Gaspard Manesse,25969,Louis Malle,1987
17000000.0,Columbia Pictures Corporation,USA,Ridley Scott,Crime,10278549.0,Someone to Watch Over Me,R,1987-10-09,106,6.1,Tom Berenger,7854,Howard Franklin,1987
0.0,"Guber-Peters Company, The",USA,James Foley,Comedy,7305209.0,Who's That Girl,PG,1987-08-07,92,4.7,Madonna,8125,Andrew Smith,1987
29000000.0,Universal Pictures,UK,Richard Attenborough,Biography,5899797.0,Cry Freedom,PG,1987-11-06,157,7.5,Denzel Washington,10692,John Briley,1987
6000000.0,Fourth Protocol,UK,John Mackenzie,Thriller,12423831.0,The Fourth Protocol,R,1987-08-28,119,6.5,Michael Caine,7532,George Axelrod,1987
27000000.0,Home Box Office (HBO),USA,Hector Babenco,Drama,7393346.0,Ironweed,R,1988-02-12,143,6.8,Jack Nicholson,6874,William Kennedy,1987
0.0,Amercent Films,USA,Bob Rafelson,Crime,25205460.0,Black Widow,R,1987-02-06,102,6.3,Debra Winger,7132,Ronald Bass,1987
0.0,Touchstone Pictures,USA,John Badham,Action,65673233.0,Stakeout,R,1987-08-05,117,6.6,Richard Dreyfuss,20039,Jim Kouf,1987
0.0,Imagine Films Entertainment,USA,Rod Daniel,Comedy,34377585.0,Like Father Like Son,PG-13,1987-10-02,96,5.1,Dudley Moore,4817,Lorne Cameron,1987
0.0,Pelemele Film,West Germany,Percy Adlon,Comedy,3587303.0,Bagdad Cafe,PG,1988-04-22,95,7.5,Marianne Sägebrecht,10255,Eleonore Adlon,1987
0.0,Cannon Group,USA,Andrey Konchalovskiy,Drama,769119.0,Shy People,R,1988-03-11,100,6.9,Jill Clayburgh,940,Andrey Konchalovskiy,1987
0.0,Twentieth Century Fox Film Corporation,USA,Joe Roth,Comedy,30063289.0,Revenge of the Nerds II: Nerds in Paradise,PG-13,1987-07-10,88,4.9,Robert Carradine,11444,Tim Metcalfe,1987
0.0,Simcom Limited,Canada,Bruce Pittman,Horror,2683519.0,Prom Night II,R,1987-11-13,97,5.6,Lisa Schrage,3440,Ron Oliver,1987
5000000.0,Cannon Group,USA,J. Lee Thompson,Action,6880310.0,Death Wish 4: The Crackdown,R,1987-11-06,99,5.3,Charles Bronson,6770,Brian Garfield,1987
18000000.0,Amercent Films,USA,Jonathan Kaplan,Comedy,18532286.0,Project X,PG,1987-04-17,108,6.1,Matthew Broderick,8879,Lawrence Lasker,1987
0.0,Finnegan/Pinchuk Productions,USA,William Phelps,Action,3832228.0,North Shore,PG,1987-08-14,96,6.5,Matt Adler,1903,William Phelps,1987
0.0,7 Films Cinéma,France,Élie Chouraqui,Action,519596.0,Man on Fire,R,1987-09-04,87,5.9,Scott Glenn,1340,A.J. Quinnell,1987
4000000.0,Cannon Films,USA,Ruggero Deodato,Fantasy,800000.0,The Barbarians,R,1987-03-20,87,4.9,David Paul,2538,Alberto Piferi,1987
55000000.0,Columbia Pictures Corporation,USA,Elaine May,Action,14375181.0,Ishtar,PG-13,1987-05-15,107,4.2,Warren Beatty,9094,Elaine May,1987
100000.0,Conquering Unicorn,USA,Robert Townsend,Comedy,5228617.0,Hollywood Shuffle,R,1987-03-20,78,7.0,Robert Townsend,3009,Robert Townsend,1987
0.0,Marimark Productions,USA,Lawrence Bassoff,Comedy,1749956.0,Hunk,PG,1987-03-06,102,4.6,John Allen Nelson,1042,Lawrence Bassoff,1987
0.0,Filmhaus,USA,David Mamet,Crime,2585639.0,House of Games,R,1987-10-14,102,7.3,Lindsay Crouse,17508,David Mamet,1987
0.0,Not specified,USA,Peter Werner,Crime,2877571.0,No Man's Land,R,1987-10-23,100,6.1,Charlie Sheen,3297,Dick Wolf,1987
0.0,Trans World Entertainment (TWE),USA,David Keith,Sci-Fi,1930001.0,The Curse,R,1987-09-11,92,4.9,Wil Wheaton,1762,David Chaskin,1987
0.0,TriStar Pictures,USA,Peter Yates,Crime,18782400.0,Suspect,R,1987-10-23,121,6.6,Cher,7506,Eric Roth,1987
0.0,TriStar Pictures,USA,Christopher Cain,Action,19734940.0,The Principal,R,1987-09-18,109,6.2,Jim Belushi,7311,Frank Deese,1987
