Id,Name,Platform,Year,Genre,Publisher,Rank,Difficulty,Ign_score,NA_Sales,EU_Sales,JP_Sales,Other_Sales
249,Nintendo Land,WiiU,2012,Misc,Nintendo,249,4,nan,2.55,1.11,0.46,0.33
250,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,250,3,nan,2.67,1.35,0.01,0.39
251,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,251,nan,nan,2.66,1.29,0.01,0.46
252,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,252,nan,nan,0.1,2.39,1.05,0.86
253,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,253,nan,nan,2.82,1.05,0.13,0.4
254,Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,254,nan,nan,2.19,0.5,1.61,0.08
255,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,255,8,nan,2.03,1.79,0.08,0.47
256,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,256,nan,nan,1.73,1.73,0.14,0.75
257,Sonic the Hedgehog,GEN,1991,Platform,Sega,257,nan,nan,3.03,0.91,0.26,0.13
258,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,258,6,nan,2.2,0.58,1.38,0.17
259,FIFA 14,X360,2013,Sports,Electronic Arts,259,nan,4,0.92,2.93,0.01,0.46
260,Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,260,nan,nan,2.75,1.18,0,0.37
261,Asteroids,2600,1980,Shooter,Atari,261,nan,2,4,0.26,0,0.05
262,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,262,nan,10,2.51,1.27,0.11,0.41
263,Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,263,4,nan,2.64,1.2,0.03,0.39
264,Super Mario 3D World,WiiU,2013,Platform,Nintendo,264,0,nan,2.11,1.11,0.72,0.3
265,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,265,nan,nan,2.23,1.34,0.07,0.61
266,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,266,nan,nan,1.41,2.02,0.1,0.72
267,Namco Museum,GBA,2001,Misc,Namco Bandai Games,267,nan,nan,3,1.11,0.05,0.07
268,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,268,nan,nan,1.46,0,0.83,1.93
269,Daxter,PSP,2006,Platform,Sony Computer Entertainment,269,nan,7,2.45,1.02,0,0.75
270,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,270,nan,nan,1.7,2.27,0,0.23
271,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,271,nan,nan,2.03,1.27,0.62,0.3
272,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,272,nan,10,0.78,2.55,0.04,0.84
273,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,273,nan,nan,0.88,2.3,0.2,0.83
274,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,274,nan,0,1.3,2.07,0.18,0.65
275,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,275,nan,nan,1.28,1.83,0.57,0.53
276,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,276,nan,5,2.25,1.47,0.04,0.43
277,Street Fighter IV,PS3,2009,Fighting,Capcom,277,nan,nan,2.02,1.06,0.58,0.53
278,FIFA 12,X360,2011,Sports,Electronic Arts,278,8,nan,0.84,2.79,0.02,0.53
279,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,279,nan,nan,3.38,0.44,0.31,0.04
280,Excitebike,NES,1984,Racing,Nintendo,280,5,nan,2.04,0.48,1.57,0.07
281,Frogger,PS,1997,Action,Hasbro Interactive,281,nan,nan,3.79,0.27,0,0.11
282,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,282,7,5,3.36,0.21,0.01,0.56
283,Watch Dogs,PS4,2014,Action,Ubisoft,283,nan,2,1.4,1.86,0.11,0.77
284,Half-Life,PC,1997,Shooter,Vivendi Games,284,nan,7,4.03,0,0.09,0
285,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,285,nan,nan,1.65,0.61,1.76,0.09
286,FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,286,nan,nan,0.71,2.48,0.03,0.89
287,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,287,1,nan,2.14,1.2,0.37,0.4
288,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,288,nan,nan,1.42,0.51,2.1,0.07
289,Carnival Games,Wii,2007,Misc,Take-Two Interactive,289,nan,nan,2.13,1.5,0.05,0.42
290,Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,290,nan,6,2.45,1.26,0.01,0.37
291,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,291,nan,nan,2.57,1.52,0,0
292,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,292,nan,nan,2.65,1.06,0.04,0.33
293,God of War II,PS2,2007,Action,Sony Computer Entertainment,293,nan,nan,2.32,0.04,0.04,1.67
294,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,294,nan,nan,2.35,1.28,0.03,0.41
295,World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,295,nan,nan,0.12,2.26,0.9,0.77
296,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,296,nan,nan,2.28,1.55,0.16,0.06
297,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,297,nan,nan,1.68,1.51,0.51,0.35
298,Far Cry 4,PS4,2014,Shooter,Ubisoft,298,nan,nan,1.12,2.12,0.1,0.69
299,Star Fox 64,N64,1997,Shooter,Nintendo,299,nan,nan,2.78,0.58,0.64,0.04
300,Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,300,nan,9,1.38,1.87,0.12,0.65
301,Golf,NES,1984,Sports,Nintendo,301,nan,nan,1.22,0.28,2.46,0.04
302,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,302,nan,6,2.15,1.2,0.07,0.59
303,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,303,nan,3,0.92,1.78,0.92,0.37
304,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,304,nan,4,2.67,0.89,0.05,0.37
305,Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,305,nan,nan,2.08,1.35,0,0.54
306,EA Sports Active,Wii,2009,Sports,Electronic Arts,306,nan,nan,2.1,1.36,0.06,0.4
307,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,307,nan,nan,1.18,1.96,0.08,0.7
308,Donkey Kong Land,GB,1994,Platform,Nintendo,308,nan,8,1.97,0.76,1.07,0.11
309,Tony Hawk's Underground,PS2,2003,Sports,Activision,309,nan,nan,2.29,1.17,0.01,0.42
310,Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,310,nan,0,1.33,1.71,0.13,0.73
311,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,311,nan,nan,0.67,0.49,2.62,0.11
312,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,312,nan,9,1.53,1.61,0.06,0.67
313,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,313,nan,7,1.15,2.09,0,0.64
314,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,314,nan,nan,0.93,1.94,0.31,0.7
315,Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,315,nan,nan,0.1,0,3.77,0
316,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,316,nan,0,2.12,1.14,0.1,0.51
317,NBA 2K16,PS4,2015,Sports,Take-Two Interactive,317,nan,nan,2.48,0.65,0.03,0.69
318,World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,318,nan,nan,0.16,1.89,1.12,0.68
319,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,319,nan,nan,0.87,1.57,1.05,0.35
320,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,320,nan,nan,2.12,1.44,0.22,0.06
321,The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,321,nan,2,2.21,0.96,0.54,0.13
322,Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,322,nan,nan,2.26,0.48,0.81,0.27
323,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,323,nan,nan,1.06,1.93,0.41,0.43
324,Nintendogs + cats,3DS,2011,Simulation,Nintendo,324,nan,nan,1.44,1.37,0.73,0.27
325,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,325,nan,nan,1.49,1.58,0.1,0.61
326,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,326,nan,nan,1.14,1.91,0.27,0.46
327,LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,327,9,nan,2.4,1.03,0,0.36
328,Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,328,nan,nan,1.82,1.24,0.47,0.25
329,Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,329,0,nan,1.4,1.4,0.1,0.87
330,Just Dance 2014,Wii,2013,Misc,Ubisoft,330,nan,nan,1.98,1.47,0,0.32
331,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,331,nan,nan,2.03,1.56,0,0.17
332,Super Paper Mario,Wii,2007,Platform,Nintendo,332,nan,nan,1.98,0.88,0.59,0.32
333,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,333,nan,6,1.37,2,0.14,0.22
334,The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,334,nan,nan,0.96,2,0.21,0.56
335,Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,335,nan,nan,1.3,0.77,1.54,0.11
336,Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,336,nan,3,1.93,1.58,0,0.19
337,FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,337,nan,nan,0.58,2.48,0.04,0.59
338,Pokémon Trading Card Game,GB,1998,Strategy,Nintendo,338,4,nan,1.49,0.73,1.38,0.1
339,Mickey's Ninja vs. Capcom,nan,nan,nan,nan,339,nan,nan,nan,nan,nan,nan
340,Battlefield 4,PS3,2013,Shooter,Electronic Arts,340,nan,nan,1.3,1.51,0.27,0.61
341,MySims,DS,2007,Simulation,Electronic Arts,341,nan,nan,1.59,1.61,0.08,0.41
342,Friend Collection,DS,2009,Misc,Nintendo,342,nan,nan,0,0,3.67,0
343,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,343,7,nan,2.13,1.18,0.01,0.35
344,Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,344,nan,10,1.65,1.22,0,0.79
345,Banjo-Kazooie,N64,1998,Platform,Nintendo,345,nan,nan,1.87,1.13,0.55,0.1
346,SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,346,8,nan,2.53,0.81,0.06,0.24
347,Guitar Hero: World Tour,Wii,2008,Misc,Activision,347,nan,nan,2.33,0.97,0,0.35
348,Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,348,nan,nan,0.71,1.8,0.4,0.74
349,Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,349,nan,nan,2.08,1.09,0.15,0.33
350,Pokemon Snap,N64,1999,Simulation,Nintendo,350,nan,nan,2.23,0.68,0.66,0.06
351,FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,351,nan,nan,0.6,2.46,0.05,0.52
352,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,352,nan,nan,0.05,0,0.64,2.93
353,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,353,nan,10,1.78,1.42,0.05,0.38
354,Resident Evil 4,PS2,2005,Action,Capcom,354,nan,nan,2.08,0.83,0.46,0.25
355,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,355,nan,nan,1.28,1.61,0.15,0.57
356,Sensual Dance Academy,nan,nan,nan,nan,356,nan,nan,nan,nan,nan,nan
357,Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,357,nan,nan,1.93,1.22,0.03,0.44
358,Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,358,nan,nan,2.05,1.4,0,0.16
359,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,359,1,nan,2.02,1.17,0,0.42
360,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,360,nan,nan,1.61,1.5,0.1,0.39
361,Luigi's Mansion,GC,2001,Action,Nintendo,361,nan,nan,2.38,0.67,0.46,0.1
362,Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,362,nan,3,2.18,1.02,0.03,0.37
363,WWF SmackDown!,PS,2000,Fighting,THQ,363,nan,0,2.01,1.35,0.06,0.16
364,Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,364,8,nan,1.57,1.79,0,0.2
365,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,365,1,nan,1.56,1.4,0.07,0.5
366,The Getaway,PS2,2002,Action,Sony Computer Entertainment,366,nan,nan,1.23,1.77,0.05,0.49
367,Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,367,nan,nan,1.66,1.58,0.12,0.18
368,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,368,nan,nan,1.9,1.13,0.1,0.41
369,LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,369,nan,nan,1.98,1.14,0.01,0.41
370,Battlefield 4,X360,2013,Shooter,Electronic Arts,370,7,nan,2.14,1.08,0.02,0.29
371,FIFA Soccer 11,X360,2010,Sports,Electronic Arts,371,nan,nan,0.71,2.4,0.02,0.4
372,Rugrats in Paris: The Movie,PS,2000,Action,THQ,372,nan,nan,1.96,1.33,0,0.23
373,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,373,nan,nan,2.14,1.21,0.01,0.17
374,Left 4 Dead,X360,2008,Shooter,Electronic Arts,374,nan,10,2.66,0.5,0.05,0.3
375,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,375,nan,nan,1.22,1.66,0.27,0.38
376,Resident Evil 5,X360,2009,Action,Capcom,376,nan,4,2.11,0.94,0.12,0.34
377,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,377,nan,nan,1.17,0.5,1.75,0.08
378,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,378,4,nan,2.84,0.39,0.03,0.24
379,Kung Fu,NES,1985,Action,Nintendo,379,nan,nan,1.64,0.38,1.42,0.06
380,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,380,nan,nan,2.2,0.97,0.02,0.31
381,Clubhouse Games,DS,2006,Misc,Nintendo,381,1,nan,0.59,1.83,0.73,0.35
382,FIFA Soccer 2004,PS2,N/A,Sports,Electronic Arts,382,nan,3,0.59,2.36,0.04,0.51
383,Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,383,nan,8,1.94,1.22,0.02,0.31
384,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,384,nan,nan,2.09,1.02,0.04,0.32
385,Guitar Hero: On Tour,DS,2008,Misc,Activision,385,6,nan,2.11,1.01,0.01,0.35
386,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,386,nan,nan,2.26,0.89,0,0.3
387,Far Cry 3,PS3,2012,Shooter,Ubisoft,387,nan,9,0.88,1.75,0.1,0.72
388,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,388,nan,nan,0,0,3.44,0
389,Borderlands,X360,2009,Shooter,Take-Two Interactive,389,nan,6,2.39,0.73,0.03,0.29
390,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,390,nan,nan,1.55,1.27,0.33,0.29
391,Battlefield 4,PS4,2013,Shooter,Electronic Arts,391,nan,nan,1.34,1.54,0.17,0.38
392,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,392,nan,10,1.82,1.07,0.06,0.47
393,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,393,nan,nan,1.13,2.07,0,0.22
394,Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,394,7,nan,0.86,0,2.55,0.02
395,Spider-Man 2,PS2,2004,Action,Activision,395,nan,nan,1.75,1.2,0.02,0.43
396,F-1 Race,GB,1990,Racing,Nintendo,396,nan,nan,1.73,0.69,0.59,0.4
397,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,397,nan,nan,0.46,2.28,0.05,0.61
398,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,398,nan,nan,1.56,1.47,0.19,0.17
399,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,399,9,10,2.03,1.03,0,0.32
400,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,400,nan,nan,1.08,1.35,0.48,0.47
401,The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,401,1,nan,1.43,0.94,0.74,0.27
402,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,402,nan,nan,2.47,0.76,0,0.13
403,The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,403,nan,3,1.9,0.67,0.73,0.06
404,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,404,nan,nan,0.65,1.61,0.82,0.28
405,Rugrats: Search For Reptar,PS,1998,Adventure,THQ,405,nan,nan,1.63,1.53,0,0.18
406,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,406,nan,nan,1.9,1.14,0.01,0.29
407,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,407,nan,8,0,0.99,2.32,0.02
408,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,408,nan,nan,1.45,1.29,0.12,0.46
409,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,409,nan,0,1.44,1.01,0.57,0.3
410,Mario Party 9,Wii,2012,Misc,Nintendo,410,1,nan,1.15,1.17,0.76,0.24
411,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,411,6,6,1.47,1.39,0.03,0.43
412,Max Payne,PS2,2001,Shooter,Take-Two Interactive,412,nan,6,1.99,1.05,0.05,0.22
413,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,413,9,nan,1.5,1.28,0.05,0.46
414,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,414,10,nan,0.8,1.92,0.06,0.5
415,Destiny,XOne,2014,Shooter,Activision,415,6,10,2.13,0.92,0,0.23
416,True Crime: Streets of LA,PS2,2003,Action,Activision,416,nan,8,1.89,1.05,0.02,0.31
417,Wii Music,Wii,2008,Misc,Nintendo,417,nan,nan,1.36,1.13,0.46,0.32
418,Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,418,nan,nan,0.5,1.59,0.31,0.87
419,Monster Hunter X,3DS,2015,Action,Capcom,419,nan,9,0.25,0.19,2.78,0.04
420,Tekken,PS,1995,Fighting,Sony Computer Entertainment,420,nan,nan,0.95,1.3,0.77,0.22
421,FIFA 16,XOne,2015,Sports,Electronic Arts,421,nan,nan,0.88,2.11,0,0.23
422,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,422,nan,nan,1.27,1.33,0.12,0.51
423,Madden NFL 16,PS4,2015,Sports,Electronic Arts,423,nan,nan,2.33,0.3,0,0.59
424,Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,424,nan,nan,0.03,0,3.18,0
425,007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,425,nan,nan,1.72,1.33,0,0.16
426,Baseball,NES,1983,Sports,Nintendo,426,nan,nan,0.73,0.1,2.35,0.02
427,Killer Instinct,SNES,1995,Fighting,Nintendo,427,nan,nan,2.26,0.72,0.12,0.1
428,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,428,nan,nan,1.76,1.21,0.07,0.16
429,Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,429,nan,10,1.35,0.6,0.8,0.44
430,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,430,nan,8,1.48,1.01,0.04,0.66
431,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,431,nan,nan,0,0,3.19,0
432,Dance Central,X360,2010,Misc,MTV Games,432,nan,nan,2.15,0.77,0.01,0.26
433,Enter the Matrix,PS2,2003,Action,Atari,433,10,nan,1.78,1.12,0.09,0.19
434,Super Mario Maker,WiiU,2015,Platform,Nintendo,434,nan,2,1.18,0.87,0.93,0.2
435,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,435,4,3,1.52,1.08,0.1,0.47
436,LEGO Batman: The Videogame,Wii,N/A,Action,Warner Bros. Interactive Entertainment,436,nan,0,1.86,1.02,0,0.29
437,Rhythm Heaven,DS,2008,Misc,Nintendo,437,nan,nan,0.58,0.51,1.93,0.14
438,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,438,nan,nan,2.06,0.56,0.38,0.17
439,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,439,nan,nan,1.88,0.98,0,0.3
440,Animal Crossing,GC,2001,Simulation,Nintendo,440,nan,nan,1.92,0.16,0.99,0.09
441,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,441,nan,nan,1.79,1.06,0,0.29
442,Sonic Rush,DS,2005,Platform,Sega,442,nan,nan,1.22,1.57,0.06,0.29
443,Resident Evil 6,PS3,2012,Shooter,Capcom,443,nan,nan,0.88,0.97,0.88,0.42
444,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,444,nan,nan,1.89,0.99,0.03,0.24
445,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,445,nan,6,0.68,0,0,2.46
446,Spider-Man,PS,2000,Action,Activision,446,nan,6,1.7,1.25,0.02,0.16
447,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,447,nan,3,2.14,0.86,0,0.13
448,Star Wars Episode I Racer,N64,1999,Racing,Nintendo,448,7,nan,2.31,0.62,0.14,0.04
449,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,449,nan,nan,0.91,1,1.03,0.17
450,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,450,nan,nan,1.69,0.87,0.14,0.42
451,Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,451,nan,nan,0.08,0,3.03,0.01
452,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,452,nan,nan,1.29,1.27,0.06,0.5
453,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,453,nan,nan,1.99,0.82,0.03,0.27
454,FIFA 15,X360,2014,Sports,Electronic Arts,454,nan,nan,0.78,2.02,0,0.3
455,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,455,3,1,2.17,0.28,0.55,0.08
456,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,456,9,nan,2.5,0.16,0.01,0.42
457,World Class Track Meet,NES,1986,Sports,Namco Bandai Games,457,nan,nan,1.92,0.45,0.64,0.07
458,Borderlands 2,X360,2012,Shooter,Take-Two Interactive,458,2,8,1.89,0.91,0.04,0.24
459,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,459,nan,nan,1.4,0.99,0.46,0.22
460,Donkey Kong,GB,1994,Platform,Nintendo,460,nan,nan,1.57,0.62,0.55,0.34
461,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,461,nan,nan,1.72,1.21,0,0.14
462,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,462,nan,8,1.94,0.86,0.03,0.24
463,Kung Fu Panda,X360,2008,Action,Activision,463,4,nan,1.91,0.84,0,0.29
464,Far Cry 3,X360,2012,Shooter,Ubisoft,464,nan,nan,1.38,1.35,0.02,0.28
465,Mario's Balloon Gold,nan,nan,nan,nan,465,nan,nan,nan,nan,nan,nan
466,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,466,nan,nan,2.06,0.64,0.12,0.22
467,Saints Row 2,X360,2008,Action,THQ,467,nan,nan,1.94,0.8,0.02,0.27
468,Rayman,PS,1995,Platform,Ubisoft,468,nan,nan,1.54,1.33,0,0.16
469,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,469,nan,nan,1.4,1.07,0.08,0.47
470,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,470,nan,nan,1.85,1.04,0,0.13
471,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,471,nan,nan,2.03,0.47,0.45,0.07
472,WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,472,nan,6,1.45,1.13,0.07,0.38
473,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,473,8,nan,2.38,0.32,0,0.31
474,NBA 2K13,X360,2012,Sports,Take-Two Interactive,474,nan,5,2.6,0.21,0.01,0.19
475,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,475,nan,9,1.15,0,0.76,1.09
476,wwe Smackdown vs. Raw 2006,PS2,N/A,Fighting,N/A,476,1,nan,1.57,1.02,0,0.41
477,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,477,nan,nan,1.01,1.41,0.05,0.53
478,Star Fox,SNES,1993,Shooter,Nintendo,478,nan,nan,1.61,0.51,0.8,0.07
479,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,479,nan,nan,1.67,1.18,0,0.13
480,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,480,nan,nan,0.12,1.26,1.16,0.45
481,Devil May Cry,PS2,2001,Action,Capcom,481,nan,1,1.36,0.86,0.64,0.13
482,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,482,8,nan,0.47,1,1.39,0.12
483,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,483,nan,nan,1.33,1.12,0.08,0.45
484,The Sims 4,PC,2014,Simulation,Electronic Arts,484,nan,nan,0.96,1.72,0,0.29
485,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,485,nan,nan,1.58,1.01,0,0.38
486,Sonic Heroes,PS2,2003,Platform,Sega,486,nan,nan,1.04,1.37,0.06,0.49
487,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,487,nan,2,1.57,0.04,1.19,0.15
488,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,488,nan,nan,1.36,1.15,0.04,0.41
489,Street Fighter IV,X360,2009,Fighting,Capcom,489,nan,nan,1.82,0.71,0.15,0.26
490,Wave Race 64,N64,1996,Racing,Nintendo,490,nan,nan,1.98,0.58,0.34,0.04
491,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,491,nan,nan,2.22,0.51,0.06,0.15
492,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,492,nan,nan,1.45,1.11,0.04,0.33
493,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,493,nan,nan,1.76,0.69,0.12,0.37
494,Pac-Man Collection,GBA,2001,Puzzle,Atari,494,nan,1,2.07,0.77,0.05,0.05
495,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,495,nan,nan,1.83,0.8,0.03,0.27
496,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,496,8,2,0.87,1.06,0.73,0.26
